scrutin_ref,senateur_ref,position
senat-2023-38,08073C,pour
senat-2023-38,08061X,pour
senat-2023-38,20146D,pour
senat-2023-38,20030R,pour
senat-2023-38,20130U,pour
senat-2023-38,17965H,pour
senat-2023-38,19349W,pour
senat-2023-38,14225N,pour
senat-2023-38,20082E,pour
senat-2023-38,21038E,pour
senat-2023-38,14229S,pour
senat-2023-38,20150Y,pour
senat-2023-38,21056G,pour
senat-2023-38,21059K,pour
senat-2023-38,11045K,pour
senat-2023-38,14107H,pour
senat-2023-38,20092G,pour
senat-2023-38,19687N,pour
senat-2023-38,04045F,pour
senat-2023-38,21079P,pour
senat-2023-38,21049H,pour
senat-2023-38,21094N,pour
senat-2023-38,20084G,pour
senat-2023-38,19669L,pour
senat-2023-38,19301E,pour
senat-2023-38,19413M,pour
senat-2023-38,21051B,pour
senat-2023-38,20064C,pour
senat-2023-38,20046A,pour
senat-2023-38,21031W,pour
senat-2023-38,20266L,pour
senat-2023-38,21082J,pour
senat-2023-38,21030V,pour
senat-2023-38,21077M,pour
senat-2023-38,21071F,contre
senat-2023-38,14133K,contre
senat-2023-38,20032T,contre
senat-2023-38,21042A,contre
senat-2023-38,14189C,contre
senat-2023-38,20076G,contre
senat-2023-38,19707Y,contre
senat-2023-38,05008E,contre
senat-2023-38,19667J,contre
senat-2023-38,20024T,contre
senat-2023-38,20022R,contre
senat-2023-38,19954N,contre
senat-2023-38,19575F,contre
senat-2023-38,14030Q,contre
senat-2023-38,17367Q,contre
senat-2023-38,20086J,contre
senat-2023-38,21050A,contre
senat-2023-38,19367Y,contre
senat-2023-38,14069U,contre
senat-2023-38,20042V,contre
senat-2023-38,14089Y,contre
senat-2023-38,20078J,contre
senat-2023-38,20138D,contre
senat-2023-38,14105F,contre
senat-2023-38,19747H,contre
senat-2023-38,21046E,contre
senat-2023-38,19383Y,contre
senat-2023-38,17737W,contre
senat-2023-38,21052C,contre
senat-2023-38,19621T,contre
senat-2023-38,21063F,contre
senat-2023-38,04047H,contre
senat-2023-38,20090E,contre
senat-2023-38,20104S,contre
senat-2023-38,14255U,contre
senat-2023-38,21083K,contre
senat-2023-38,04042C,contre
senat-2023-38,14053L,contre
senat-2023-38,14083S,contre
senat-2023-38,11053K,contre
senat-2023-38,19545Y,contre
senat-2023-38,21090J,contre
senat-2023-38,19721W,contre
senat-2023-38,14329V,contre
senat-2023-38,14038Y,contre
senat-2023-38,14195A,contre
senat-2023-38,08028W,contre
senat-2023-38,20144B,contre
senat-2023-38,21065H,contre
senat-2023-38,18083K,contre
senat-2023-38,19701S,contre
senat-2023-38,14267Y,contre
senat-2023-38,21072G,contre
senat-2023-38,11115U,contre
senat-2023-38,14357A,contre
senat-2023-38,19693L,contre
senat-2023-38,14259Y,contre
senat-2023-38,04008A,contre
senat-2023-38,11070L,contre
senat-2023-38,14327T,contre
senat-2023-38,20140W,contre
senat-2023-38,17229F,contre
senat-2023-38,14217N,contre
senat-2023-38,20248J,contre
senat-2023-38,15197G,contre
senat-2023-38,14215L,contre
senat-2023-38,14042U,contre
senat-2023-38,20124W,contre
senat-2023-38,20040T,contre
senat-2023-38,07033P,contre
senat-2023-38,20074E,contre
senat-2023-38,19507S,contre
senat-2023-38,14187A,contre
senat-2023-38,19673G,contre
senat-2023-38,21091K,contre
senat-2023-38,21086N,contre
senat-2023-38,20038A,contre
senat-2023-38,19111A,contre
senat-2023-38,17023S,contre
senat-2023-38,08018U,contre
senat-2023-38,20286Q,contre
senat-2023-38,20172F,contre
senat-2023-38,14231L,contre
senat-2023-38,20120S,contre
senat-2023-38,14355X,contre
senat-2023-38,20180F,contre
senat-2023-38,08056B,contre
senat-2023-38,14211G,contre
senat-2023-38,14033T,contre
senat-2023-38,14123H,contre
senat-2023-38,14026U,contre
senat-2023-38,20068G,contre
senat-2023-38,11064N,contre
senat-2023-38,19691J,contre
senat-2023-38,19569H,contre
senat-2023-38,14179A,contre
senat-2023-38,19685L,contre
senat-2023-38,20048C,contre
senat-2023-38,08069G,contre
senat-2023-38,19399H,contre
senat-2023-38,11048N,contre
senat-2023-38,14213J,contre
senat-2023-38,20066E,contre
senat-2023-38,20034V,contre
senat-2023-38,21044C,contre
senat-2023-38,20056C,contre
senat-2023-38,19447X,contre
senat-2023-38,95041E,contre
senat-2023-38,99004R,contre
senat-2023-38,14073Q,contre
senat-2023-38,21081H,contre
senat-2023-38,20126Y,contre
senat-2023-38,19735D,contre
senat-2023-38,19611R,contre
senat-2023-38,07029T,contre
senat-2023-38,19723Y,contre
senat-2023-38,19699S,contre
senat-2023-38,08015R,contre
senat-2023-38,19711U,contre
senat-2023-38,08010L,contre
senat-2023-38,08034U,contre
senat-2023-38,19709B,contre
senat-2023-38,21087P,contre
senat-2023-38,19729F,contre
senat-2023-38,20108W,contre
senat-2023-38,20052X,contre
senat-2023-38,14205J,contre
senat-2023-38,14219Q,contre
senat-2023-38,14059S,contre
senat-2023-38,21054E,contre
senat-2023-38,19657G,contre
senat-2023-38,14251Q,contre
senat-2023-38,14031R,contre
senat-2023-38,14111D,contre
senat-2023-38,11085T,contre
senat-2023-38,19826F,contre
senat-2023-38,21058J,contre
senat-2023-38,08009T,contre
senat-2023-38,14221J,contre
senat-2023-38,20252E,contre
senat-2023-38,19563B,contre
senat-2023-38,14147R,contre
senat-2023-38,21080G,contre
senat-2023-38,14223L,contre
senat-2023-38,04092N,contre
senat-2023-38,19335Q,contre
senat-2023-38,08011M,contre
senat-2023-38,04070G,contre
senat-2023-38,14071N,contre
senat-2023-38,20096L,contre
senat-2023-38,21029D,contre
senat-2023-38,21039F,contre
senat-2023-38,14169X,contre
senat-2023-38,19768N,contre
senat-2023-38,14253S,contre
senat-2023-38,19573D,contre
senat-2023-38,14191V,contre
senat-2023-38,20050V,contre
senat-2023-38,08047A,contre
senat-2023-38,21055F,contre
senat-2023-38,14237S,contre
senat-2023-38,21047F,contre
senat-2023-38,14193X,contre
senat-2023-38,19745F,contre
senat-2023-38,20148F,contre
senat-2023-38,19533U,contre
senat-2023-38,21053D,contre
senat-2023-38,20118Y,contre
senat-2023-38,05012A,contre
senat-2023-38,19679N,contre
senat-2023-38,14331P,contre
senat-2023-38,14055N,contre
senat-2023-38,10015M,contre
senat-2023-38,19705W,contre
senat-2023-38,04033B,contre
senat-2023-38,21068L,contre
senat-2023-38,19798U,contre
senat-2023-38,20054A,contre
senat-2023-38,21070E,contre
senat-2023-38,20020P,contre
senat-2023-38,21064G,contre
senat-2023-38,21036C,contre
senat-2023-38,19619A,contre
senat-2023-38,19421M,contre
senat-2023-38,20044X,contre
senat-2023-38,11043H,contre
senat-2023-38,20098N,contre
senat-2023-38,01058X,contre
senat-2023-38,19703U,contre
senat-2023-38,19713W,contre
senat-2023-38,20062A,contre
senat-2023-38,21095P,contre
senat-2023-38,20136B,contre
senat-2023-38,14275Y,contre
senat-2023-38,21061D,contre
senat-2023-38,01034P,contre
senat-2023-38,20026V,contre
senat-2023-38,19749K,contre
senat-2023-38,19479G,contre
senat-2023-38,20122U,contre
senat-2023-38,20058E,contre
senat-2023-38,14173T,contre
senat-2023-38,21076L,contre
senat-2023-38,19585H,contre
senat-2023-38,86034E,nonVotant
senat-2023-38,11090Q,nonVotant
senat-2023-38,21074J,nonVotant
senat-2023-38,07004J,nonVotant
senat-2023-38,21085M,nonVotant
senat-2023-38,21069M,nonVotant
senat-2023-39,19760E,pour
senat-2023-39,19631V,pour
senat-2023-39,20112S,pour
senat-2023-39,21084L,pour
senat-2023-39,21035B,pour
senat-2023-39,20110Q,pour
senat-2023-39,20116W,pour
senat-2023-39,21043B,pour
senat-2023-39,21048G,pour
senat-2023-39,20094J,pour
senat-2023-39,11040E,pour
senat-2023-39,08060W,pour
senat-2023-39,20088L,pour
senat-2023-39,20114U,pour
senat-2023-39,20080C,pour
senat-2023-39,21088Q,pour
senat-2023-39,21089R,pour
senat-2023-39,19758L,pour
senat-2023-39,19782L,pour
senat-2023-39,21096Q,pour
senat-2023-39,14207L,pour
senat-2023-39,21045D,pour
senat-2023-39,20060X,pour
senat-2023-39,12028B,pour
senat-2023-39,19629C,pour
senat-2023-39,19057M,pour
senat-2023-39,21057H,pour
senat-2023-39,20264J,pour
senat-2023-39,19295A,pour
senat-2023-39,11027H,pour
senat-2023-39,21034A,pour
senat-2023-39,19681G,pour
senat-2023-39,20070A,pour
senat-2023-39,11056N,pour
senat-2023-39,18395Y,pour
senat-2023-39,11065P,pour
senat-2023-39,21067K,pour
senat-2023-39,21041Y,pour
senat-2023-39,19719D,pour
senat-2023-39,19251M,pour
senat-2023-39,20134Y,pour
senat-2023-39,14151M,pour
senat-2023-39,14249W,pour
senat-2023-39,11074Q,pour
senat-2023-39,11110B,pour
senat-2023-39,21062E,pour
senat-2023-39,19647E,pour
senat-2023-39,14281W,pour
senat-2023-39,20100N,pour
senat-2023-39,20132W,pour
senat-2023-39,08045X,pour
senat-2023-39,21033Y,pour
senat-2023-39,19695N,pour
senat-2023-39,19820Y,pour
senat-2023-39,21032X,pour
senat-2023-39,19387D,pour
senat-2023-39,19347U,pour
senat-2023-39,19565D,pour
senat-2023-39,21066J,pour
senat-2023-39,98022P,pour
senat-2023-39,21092L,pour
senat-2023-39,19553Y,pour
senat-2023-39,20072C,pour
senat-2023-39,19725B,pour
senat-2023-39,20106U,pour
senat-2023-39,20128B,pour
senat-2023-39,19591F,pour
senat-2023-39,19551W,pour
senat-2023-39,21093M,pour
senat-2023-39,14121F,pour
senat-2023-39,19531S,pour
senat-2023-39,19683J,pour
senat-2023-39,14097Y,pour
senat-2023-39,14021P,pour
senat-2023-39,19489J,pour
senat-2023-39,20016T,pour
senat-2023-39,19649G,pour
senat-2023-39,20102Q,pour
senat-2023-39,21078N,pour
senat-2023-39,18193Q,pour
senat-2023-39,14037X,pour
senat-2023-39,19697Q,pour
senat-2023-39,18207D,pour
senat-2023-39,08012N,pour
senat-2023-39,17779H,pour
senat-2023-39,12016W,pour
senat-2023-39,20142Y,pour
senat-2023-39,21075K,pour
senat-2023-39,14001X,pour
senat-2023-39,21040X,pour
senat-2023-39,21073H,pour
senat-2023-39,20028X,pour
senat-2023-39,20018V,pour
senat-2023-39,11072N,pour
senat-2023-39,14109K,pour
senat-2023-39,14257W,pour
senat-2023-39,21097R,pour
senat-2023-39,18231D,pour
senat-2023-39,21037D,pour
senat-2023-39,19331L,pour
senat-2023-39,21060C,pour
senat-2023-39,19593H,pour
senat-2023-39,19866P,pour
senat-2023-39,20036X,pour
senat-2023-39,08073C,pour
senat-2023-39,08061X,pour
senat-2023-39,20146D,pour
senat-2023-39,20030R,pour
senat-2023-39,20130U,pour
senat-2023-39,17965H,pour
senat-2023-39,19349W,pour
senat-2023-39,14225N,pour
senat-2023-39,20082E,pour
senat-2023-39,14229S,pour
senat-2023-39,20150Y,pour
senat-2023-39,21056G,pour
senat-2023-39,21059K,pour
senat-2023-39,11045K,pour
senat-2023-39,14107H,pour
senat-2023-39,20092G,pour
senat-2023-39,19687N,pour
senat-2023-39,04045F,pour
senat-2023-39,21079P,pour
senat-2023-39,21049H,pour
senat-2023-39,21094N,pour
senat-2023-39,20084G,pour
senat-2023-39,19669L,pour
senat-2023-39,19301E,pour
senat-2023-39,19413M,pour
senat-2023-39,21051B,pour
senat-2023-39,20064C,pour
senat-2023-39,20046A,pour
senat-2023-39,21031W,pour
senat-2023-39,20266L,pour
senat-2023-39,21082J,pour
senat-2023-39,21030V,pour
senat-2023-39,21077M,pour
senat-2023-39,21071F,contre
senat-2023-39,14133K,contre
senat-2023-39,20032T,contre
senat-2023-39,21042A,contre
senat-2023-39,14189C,contre
senat-2023-39,20076G,contre
senat-2023-39,19707Y,contre
senat-2023-39,05008E,contre
senat-2023-39,19667J,contre
senat-2023-39,20024T,contre
senat-2023-39,20022R,contre
senat-2023-39,19954N,contre
senat-2023-39,19575F,contre
senat-2023-39,14030Q,contre
senat-2023-39,17367Q,contre
senat-2023-39,20086J,contre
senat-2023-39,21050A,contre
senat-2023-39,19367Y,contre
senat-2023-39,14069U,contre
senat-2023-39,20042V,contre
senat-2023-39,14089Y,contre
senat-2023-39,20078J,contre
senat-2023-39,20138D,contre
senat-2023-39,14105F,contre
senat-2023-39,19747H,contre
senat-2023-39,21046E,contre
senat-2023-39,19383Y,contre
senat-2023-39,17737W,contre
senat-2023-39,21052C,contre
senat-2023-39,19621T,contre
senat-2023-39,21063F,contre
senat-2023-39,04047H,contre
senat-2023-39,20090E,contre
senat-2023-39,20104S,contre
senat-2023-39,14255U,contre
senat-2023-39,21083K,contre
senat-2023-39,04042C,contre
senat-2023-39,14053L,contre
senat-2023-39,14083S,contre
senat-2023-39,11053K,contre
senat-2023-39,19545Y,contre
senat-2023-39,21090J,contre
senat-2023-39,19721W,contre
senat-2023-39,14329V,contre
senat-2023-39,14038Y,contre
senat-2023-39,14195A,contre
senat-2023-39,08028W,contre
senat-2023-39,20144B,contre
senat-2023-39,21065H,contre
senat-2023-39,18083K,contre
senat-2023-39,19701S,contre
senat-2023-39,14267Y,contre
senat-2023-39,21072G,contre
senat-2023-39,11115U,contre
senat-2023-39,14357A,contre
senat-2023-39,19693L,contre
senat-2023-39,14259Y,contre
senat-2023-39,04008A,contre
senat-2023-39,11070L,contre
senat-2023-39,14327T,contre
senat-2023-39,20140W,contre
senat-2023-39,17229F,contre
senat-2023-39,14217N,contre
senat-2023-39,20248J,contre
senat-2023-39,15197G,contre
senat-2023-39,14215L,contre
senat-2023-39,14042U,contre
senat-2023-39,20124W,contre
senat-2023-39,20040T,contre
senat-2023-39,07033P,contre
senat-2023-39,20074E,contre
senat-2023-39,19507S,contre
senat-2023-39,14187A,contre
senat-2023-39,19673G,contre
senat-2023-39,21091K,contre
senat-2023-39,21086N,contre
senat-2023-39,20038A,contre
senat-2023-39,19111A,contre
senat-2023-39,17023S,contre
senat-2023-39,08018U,contre
senat-2023-39,20286Q,contre
senat-2023-39,20172F,contre
senat-2023-39,14231L,contre
senat-2023-39,20120S,contre
senat-2023-39,14355X,contre
senat-2023-39,20180F,contre
senat-2023-39,08056B,contre
senat-2023-39,14211G,contre
senat-2023-39,14033T,contre
senat-2023-39,14123H,contre
senat-2023-39,14026U,contre
senat-2023-39,20068G,contre
senat-2023-39,11064N,contre
senat-2023-39,19691J,contre
senat-2023-39,19569H,contre
senat-2023-39,14179A,contre
senat-2023-39,19685L,contre
senat-2023-39,20048C,contre
senat-2023-39,08069G,contre
senat-2023-39,19399H,contre
senat-2023-39,11048N,contre
senat-2023-39,14213J,contre
senat-2023-39,20066E,contre
senat-2023-39,20034V,contre
senat-2023-39,21044C,contre
senat-2023-39,20056C,contre
senat-2023-39,19447X,contre
senat-2023-39,95041E,contre
senat-2023-39,99004R,contre
senat-2023-39,14073Q,contre
senat-2023-39,21081H,contre
senat-2023-39,20126Y,contre
senat-2023-39,19735D,contre
senat-2023-39,19611R,contre
senat-2023-39,07029T,contre
senat-2023-39,19723Y,contre
senat-2023-39,19699S,contre
senat-2023-39,08015R,contre
senat-2023-39,19711U,contre
senat-2023-39,08010L,contre
senat-2023-39,08034U,contre
senat-2023-39,19709B,contre
senat-2023-39,21087P,contre
senat-2023-39,19729F,contre
senat-2023-39,20108W,contre
senat-2023-39,20052X,contre
senat-2023-39,14205J,contre
senat-2023-39,14219Q,contre
senat-2023-39,14059S,contre
senat-2023-39,21054E,contre
senat-2023-39,19657G,contre
senat-2023-39,14251Q,contre
senat-2023-39,14031R,contre
senat-2023-39,14111D,contre
senat-2023-39,11085T,contre
senat-2023-39,19826F,contre
senat-2023-39,21058J,contre
senat-2023-39,08009T,contre
senat-2023-39,14221J,contre
senat-2023-39,20252E,contre
senat-2023-39,19563B,contre
senat-2023-39,14147R,contre
senat-2023-39,21080G,contre
senat-2023-39,14223L,contre
senat-2023-39,04092N,contre
senat-2023-39,19335Q,contre
senat-2023-39,08011M,contre
senat-2023-39,04070G,contre
senat-2023-39,14071N,contre
senat-2023-39,20096L,contre
senat-2023-39,21029D,contre
senat-2023-39,21039F,contre
senat-2023-39,14169X,contre
senat-2023-39,19768N,contre
senat-2023-39,14253S,contre
senat-2023-39,19573D,contre
senat-2023-39,14191V,contre
senat-2023-39,20050V,contre
senat-2023-39,08047A,contre
senat-2023-39,21055F,contre
senat-2023-39,14237S,contre
senat-2023-39,21047F,contre
senat-2023-39,14193X,contre
senat-2023-39,19745F,contre
senat-2023-39,20148F,contre
senat-2023-39,19533U,contre
senat-2023-39,21053D,contre
senat-2023-39,20118Y,contre
senat-2023-39,05012A,contre
senat-2023-39,19679N,contre
senat-2023-39,14331P,contre
senat-2023-39,10015M,contre
senat-2023-39,19705W,contre
senat-2023-39,04033B,contre
senat-2023-39,21068L,contre
senat-2023-39,21038E,contre
senat-2023-39,19798U,contre
senat-2023-39,20054A,contre
senat-2023-39,21070E,contre
senat-2023-39,20020P,contre
senat-2023-39,21064G,contre
senat-2023-39,21036C,contre
senat-2023-39,19619A,contre
senat-2023-39,19421M,contre
senat-2023-39,20044X,contre
senat-2023-39,11043H,contre
senat-2023-39,20098N,contre
senat-2023-39,01058X,contre
senat-2023-39,19703U,contre
senat-2023-39,19713W,contre
senat-2023-39,20062A,contre
senat-2023-39,21095P,contre
senat-2023-39,20136B,contre
senat-2023-39,14275Y,contre
senat-2023-39,21061D,contre
senat-2023-39,01034P,contre
senat-2023-39,20026V,contre
senat-2023-39,19749K,contre
senat-2023-39,19479G,contre
senat-2023-39,20122U,contre
senat-2023-39,20058E,contre
senat-2023-39,14173T,contre
senat-2023-39,21076L,contre
senat-2023-39,19585H,contre
senat-2023-39,86034E,nonVotant
senat-2023-39,11090Q,nonVotant
senat-2023-39,21074J,nonVotant
senat-2023-39,07004J,nonVotant
senat-2023-39,21085M,nonVotant
senat-2023-39,14055N,nonVotant
senat-2023-39,21069M,nonVotant
senat-2023-40,19760E,pour
senat-2023-40,19631V,pour
senat-2023-40,20112S,pour
senat-2023-40,21084L,pour
senat-2023-40,21035B,pour
senat-2023-40,20110Q,pour
senat-2023-40,20116W,pour
senat-2023-40,21048G,pour
senat-2023-40,20094J,pour
senat-2023-40,11040E,pour
senat-2023-40,08060W,pour
senat-2023-40,20088L,pour
senat-2023-40,20114U,pour
senat-2023-40,20080C,pour
senat-2023-40,21088Q,pour
senat-2023-40,21089R,pour
senat-2023-40,19758L,pour
senat-2023-40,14207L,pour
senat-2023-40,14255U,pour
senat-2023-40,21045D,pour
senat-2023-40,20060X,pour
senat-2023-40,12028B,pour
senat-2023-40,19629C,pour
senat-2023-40,21057H,pour
senat-2023-40,20264J,pour
senat-2023-40,19295A,pour
senat-2023-40,11027H,pour
senat-2023-40,21034A,pour
senat-2023-40,19681G,pour
senat-2023-40,20070A,pour
senat-2023-40,11056N,pour
senat-2023-40,18395Y,pour
senat-2023-40,11065P,pour
senat-2023-40,21067K,pour
senat-2023-40,21041Y,pour
senat-2023-40,19251M,pour
senat-2023-40,20134Y,pour
senat-2023-40,14151M,pour
senat-2023-40,11074Q,pour
senat-2023-40,11110B,pour
senat-2023-40,21062E,pour
senat-2023-40,19647E,pour
senat-2023-40,14281W,pour
senat-2023-40,20100N,pour
senat-2023-40,08045X,pour
senat-2023-40,19695N,pour
senat-2023-40,19820Y,pour
senat-2023-40,19387D,pour
senat-2023-40,19347U,pour
senat-2023-40,19565D,pour
senat-2023-40,21066J,pour
senat-2023-40,98022P,pour
senat-2023-40,21092L,pour
senat-2023-40,20072C,pour
senat-2023-40,19725B,pour
senat-2023-40,19551W,pour
senat-2023-40,21093M,pour
senat-2023-40,14121F,pour
senat-2023-40,19531S,pour
senat-2023-40,19683J,pour
senat-2023-40,14097Y,pour
senat-2023-40,14021P,pour
senat-2023-40,19489J,pour
senat-2023-40,19649G,pour
senat-2023-40,20102Q,pour
senat-2023-40,21078N,pour
senat-2023-40,18193Q,pour
senat-2023-40,14037X,pour
senat-2023-40,18207D,pour
senat-2023-40,08012N,pour
senat-2023-40,17779H,pour
senat-2023-40,12016W,pour
senat-2023-40,20142Y,pour
senat-2023-40,21075K,pour
senat-2023-40,14001X,pour
senat-2023-40,21040X,pour
senat-2023-40,21073H,pour
senat-2023-40,20028X,pour
senat-2023-40,20018V,pour
senat-2023-40,14109K,pour
senat-2023-40,14257W,pour
senat-2023-40,18231D,pour
senat-2023-40,21037D,pour
senat-2023-40,21060C,pour
senat-2023-40,19593H,pour
senat-2023-40,19866P,pour
senat-2023-40,20036X,pour
senat-2023-40,20030R,pour
senat-2023-40,20130U,pour
senat-2023-40,17965H,pour
senat-2023-40,14225N,pour
senat-2023-40,20082E,pour
senat-2023-40,21038E,pour
senat-2023-40,14229S,pour
senat-2023-40,21056G,pour
senat-2023-40,21059K,pour
senat-2023-40,11045K,pour
senat-2023-40,14107H,pour
senat-2023-40,20092G,pour
senat-2023-40,19687N,pour
senat-2023-40,21079P,pour
senat-2023-40,21049H,pour
senat-2023-40,21094N,pour
senat-2023-40,20084G,pour
senat-2023-40,19669L,pour
senat-2023-40,19413M,pour
senat-2023-40,21051B,pour
senat-2023-40,20064C,pour
senat-2023-40,20046A,pour
senat-2023-40,21031W,pour
senat-2023-40,20266L,pour
senat-2023-40,21082J,pour
senat-2023-40,21030V,pour
senat-2023-40,21077M,pour
senat-2023-40,21071F,contre
senat-2023-40,14133K,contre
senat-2023-40,20032T,contre
senat-2023-40,21042A,contre
senat-2023-40,14189C,contre
senat-2023-40,20076G,contre
senat-2023-40,19707Y,contre
senat-2023-40,05008E,contre
senat-2023-40,19667J,contre
senat-2023-40,20024T,contre
senat-2023-40,20022R,contre
senat-2023-40,19954N,contre
senat-2023-40,19575F,contre
senat-2023-40,14030Q,contre
senat-2023-40,21043B,contre
senat-2023-40,17367Q,contre
senat-2023-40,20086J,contre
senat-2023-40,21050A,contre
senat-2023-40,19367Y,contre
senat-2023-40,14069U,contre
senat-2023-40,20042V,contre
senat-2023-40,14089Y,contre
senat-2023-40,20078J,contre
senat-2023-40,20138D,contre
senat-2023-40,14105F,contre
senat-2023-40,19747H,contre
senat-2023-40,21046E,contre
senat-2023-40,19383Y,contre
senat-2023-40,17737W,contre
senat-2023-40,21052C,contre
senat-2023-40,19621T,contre
senat-2023-40,21063F,contre
senat-2023-40,04047H,contre
senat-2023-40,19782L,contre
senat-2023-40,20090E,contre
senat-2023-40,21096Q,contre
senat-2023-40,20104S,contre
senat-2023-40,21083K,contre
senat-2023-40,04042C,contre
senat-2023-40,14053L,contre
senat-2023-40,14083S,contre
senat-2023-40,11053K,contre
senat-2023-40,19545Y,contre
senat-2023-40,21090J,contre
senat-2023-40,19721W,contre
senat-2023-40,19057M,contre
senat-2023-40,14329V,contre
senat-2023-40,14038Y,contre
senat-2023-40,14195A,contre
senat-2023-40,08028W,contre
senat-2023-40,20144B,contre
senat-2023-40,21065H,contre
senat-2023-40,18083K,contre
senat-2023-40,19701S,contre
senat-2023-40,14267Y,contre
senat-2023-40,21072G,contre
senat-2023-40,11115U,contre
senat-2023-40,14357A,contre
senat-2023-40,19693L,contre
senat-2023-40,14259Y,contre
senat-2023-40,04008A,contre
senat-2023-40,11070L,contre
senat-2023-40,19719D,contre
senat-2023-40,14327T,contre
senat-2023-40,20140W,contre
senat-2023-40,17229F,contre
senat-2023-40,14217N,contre
senat-2023-40,20248J,contre
senat-2023-40,15197G,contre
senat-2023-40,14215L,contre
senat-2023-40,14042U,contre
senat-2023-40,20124W,contre
senat-2023-40,20040T,contre
senat-2023-40,07033P,contre
senat-2023-40,20074E,contre
senat-2023-40,19507S,contre
senat-2023-40,14249W,contre
senat-2023-40,21074J,contre
senat-2023-40,14187A,contre
senat-2023-40,19673G,contre
senat-2023-40,21091K,contre
senat-2023-40,21086N,contre
senat-2023-40,20038A,contre
senat-2023-40,20132W,contre
senat-2023-40,19111A,contre
senat-2023-40,17023S,contre
senat-2023-40,21033Y,contre
senat-2023-40,08018U,contre
senat-2023-40,20286Q,contre
senat-2023-40,20172F,contre
senat-2023-40,14231L,contre
senat-2023-40,20120S,contre
senat-2023-40,14355X,contre
senat-2023-40,20180F,contre
senat-2023-40,08056B,contre
senat-2023-40,14211G,contre
senat-2023-40,14033T,contre
senat-2023-40,14123H,contre
senat-2023-40,14026U,contre
senat-2023-40,20068G,contre
senat-2023-40,11064N,contre
senat-2023-40,19691J,contre
senat-2023-40,19553Y,contre
senat-2023-40,20106U,contre
senat-2023-40,20128B,contre
senat-2023-40,19569H,contre
senat-2023-40,14179A,contre
senat-2023-40,19685L,contre
senat-2023-40,20048C,contre
senat-2023-40,21085M,contre
senat-2023-40,08069G,contre
senat-2023-40,19399H,contre
senat-2023-40,11048N,contre
senat-2023-40,19591F,contre
senat-2023-40,14213J,contre
senat-2023-40,20066E,contre
senat-2023-40,20034V,contre
senat-2023-40,21044C,contre
senat-2023-40,20056C,contre
senat-2023-40,19447X,contre
senat-2023-40,95041E,contre
senat-2023-40,99004R,contre
senat-2023-40,14073Q,contre
senat-2023-40,21081H,contre
senat-2023-40,20126Y,contre
senat-2023-40,20016T,contre
senat-2023-40,19735D,contre
senat-2023-40,19611R,contre
senat-2023-40,07029T,contre
senat-2023-40,19723Y,contre
senat-2023-40,19699S,contre
senat-2023-40,08015R,contre
senat-2023-40,19711U,contre
senat-2023-40,08010L,contre
senat-2023-40,08034U,contre
senat-2023-40,19709B,contre
senat-2023-40,21087P,contre
senat-2023-40,19729F,contre
senat-2023-40,20108W,contre
senat-2023-40,20052X,contre
senat-2023-40,19697Q,contre
senat-2023-40,14205J,contre
senat-2023-40,14219Q,contre
senat-2023-40,14059S,contre
senat-2023-40,21054E,contre
senat-2023-40,19657G,contre
senat-2023-40,14251Q,contre
senat-2023-40,14031R,contre
senat-2023-40,14111D,contre
senat-2023-40,11085T,contre
senat-2023-40,19826F,contre
senat-2023-40,21058J,contre
senat-2023-40,08009T,contre
senat-2023-40,14221J,contre
senat-2023-40,20252E,contre
senat-2023-40,19563B,contre
senat-2023-40,14147R,contre
senat-2023-40,21080G,contre
senat-2023-40,14223L,contre
senat-2023-40,04092N,contre
senat-2023-40,19335Q,contre
senat-2023-40,11072N,contre
senat-2023-40,08011M,contre
senat-2023-40,04070G,contre
senat-2023-40,14071N,contre
senat-2023-40,20096L,contre
senat-2023-40,21097R,contre
senat-2023-40,21029D,contre
senat-2023-40,21039F,contre
senat-2023-40,14169X,contre
senat-2023-40,19768N,contre
senat-2023-40,14253S,contre
senat-2023-40,19331L,contre
senat-2023-40,19573D,contre
senat-2023-40,14191V,contre
senat-2023-40,20050V,contre
senat-2023-40,08073C,contre
senat-2023-40,08061X,contre
senat-2023-40,08047A,contre
senat-2023-40,21055F,contre
senat-2023-40,14237S,contre
senat-2023-40,21047F,contre
senat-2023-40,14193X,contre
senat-2023-40,19745F,contre
senat-2023-40,20148F,contre
senat-2023-40,20146D,contre
senat-2023-40,19533U,contre
senat-2023-40,21053D,contre
senat-2023-40,20118Y,contre
senat-2023-40,05012A,contre
senat-2023-40,11090Q,contre
senat-2023-40,19679N,contre
senat-2023-40,19349W,contre
senat-2023-40,14331P,contre
senat-2023-40,14055N,contre
senat-2023-40,10015M,contre
senat-2023-40,19705W,contre
senat-2023-40,04033B,contre
senat-2023-40,21068L,contre
senat-2023-40,19798U,contre
senat-2023-40,20054A,contre
senat-2023-40,21070E,contre
senat-2023-40,20150Y,contre
senat-2023-40,20020P,contre
senat-2023-40,21064G,contre
senat-2023-40,21036C,contre
senat-2023-40,19619A,contre
senat-2023-40,19421M,contre
senat-2023-40,20044X,contre
senat-2023-40,11043H,contre
senat-2023-40,20098N,contre
senat-2023-40,04045F,contre
senat-2023-40,01058X,contre
senat-2023-40,19703U,contre
senat-2023-40,19713W,contre
senat-2023-40,20062A,contre
senat-2023-40,21069M,contre
